Movie_Title,Movie_ID,ListOfCertificate
Stardust,486655,PG-13
Happy Gilmore,116483,PG-13
Nerve,3531824,PG-13
The Great Mouse Detective,91149,G
The Ghost and the Darkness,116409,R
Breakin',86998,PG
About Last Night,90583,R
Little Shop of Horrors,91419,PG-13
August: Osage County,1322269,R
Brewster's Millions,88850,PG
Autumn in New York,174480,PG-13
For Colored Girls,1405500,R
The Secret Life of Bees,416212,PG-13
Sky Captain and the World of Tomorrow,346156,PG
Mars Attacks!,116996,PG-13
Head of State,325537,PG-13
It Could Happen to You,110167,PG
Bedazzled,230030,PG-13
All That Jazz,78754,R
St. Elmo's Fire,90060,R
Wild,2305051,R
The Dead Pool,94963,R
Jeepers Creepers,263488,R
The Brothers Grimm,355295,PG-13
"Big Mommas: Like Father, Like Son",1464174,PG-13
Seven Years in Tibet,120102,PG-13
First Sunday,486578,PG-13
Postcards from the Edge,100395,R
40 Days and 40 Nights,243736,R
Dead Again,101669,R
My Favorite Martian,120764,PG
The Apple Dumpling Gang,72653,G
Notorious,472198,R
Just Cause,113501,R
Kiss of the Dragon,271027,R
Risen,3231054,PG-13
16 Blocks,450232,PG-13
Matchstick Men,325805,PG-13
That's My Boy,1232200,R
State of Play,473705,PG-13
Uptown Girls,263757,PG-13
The Family,2404311,R
Carlito's Way,106519,R
Clockstoppers,157472,PG
The Family That Preys,1142798,PG-13
Sphere,120184,PG-13
Fight Club,137523,R
The Greatest Show on Earth,44672,
In the Bedroom,247425,R
What a Girl Wants,286788,PG
The Robe,46247,
Derailed,398017,R
Set It Off,117603,R
Hanging Up,162983,PG-13
Last Tango in Paris,70849,"NC-17,X"
Walking with Dinosaurs 3D,1762399,PG
Mile 22,4560436,R
Mad Max Beyond Thunderdome,89530,PG-13
Silent Movie,75222,PG
The 15:17 to Paris,6802308,PG-13
The Nice Guys,3799694,R
American Assassin,1961175,R
The Sentinel,443632,PG-13
Richard Pryor: Live on the Sunset Strip,84597,R
Sliver,108162,R
Universal Soldier,105698,R
Death Race,452608,R
Fletch Lives,97366,PG
Last Christmas,8623904,PG-13
Star Wars: The Clone Wars,1185834,PG
For Love of the Game,126916,PG-13
The Number 23,481369,R
K-19: The Widowmaker,267626,PG-13
The Doors,101761,R
The Flintstones in Viva Rock Vegas,158622,PG
Honeymoon in Vegas,104438,PG-13
Carrie,1939659,R
Frankenweenie,1142977,PG
Money Train,113845,R
Intolerable Cruelty,138524,PG-13
A Goofy Movie,113198,G
The Watch,1298649,R
The Messengers,425430,PG-13
Eternal Sunshine of the Spotless Mind,338013,R
Monster,340855,R
Courageous,1630036,PG-13
Hot Pursuit,2967224,PG-13
Jujutsu Kaisen 0: The Movie,14331144,PG-13
Concussion,3322364,PG-13
Jack Frost,141109,PG
Man on the Moon,125664,R
Thirteen Days,146309,PG-13
Hawaii,60491,
Forbidden Empire,1224378,
The 6th Day,216216,PG-13
Mississippi Burning,95647,R
Hostage,340163,R
Addicted to Love,118556,R
The Other Side of the Mountain,73496,PG
Licence to Kill,97742,PG-13
The Killing Fields,87553,R
Judge Dredd,113492,R
The Constant Gardener,387131,R
Devil,1314655,PG-13
Dangerous Liaisons,94947,R
The Turning Point,76843,PG
Muppet Treasure Island,117110,G
Flags of Our Fathers,418689,R
Marmaduke,1392197,PG
R.I.P.D.,790736,PG-13
Dying Young,101787,R
The Gambler,2039393,R
The Punisher,330793,R
Nell,110638,PG-13
Geostorm,1981128,PG-13
Curly Sue,101635,PG
Porky's II: The Next Day,86129,R
The Informant!,1130080,R
Dreamcatcher,285531,R
Hereafter,1212419,PG-13
The Last House on the Left,844708,R
Annihilation,2798920,R
The Joy Luck Club,107282,R
Team America: World Police,372588,R
Balls of Fury,424823,PG-13
Drillbit Taylor,817538,PG-13
Mercury Rising,120749,R
In Her Shoes,388125,PG-13
Bad News Bears,408524,PG-13
Blade Runner,83658,R
*batteries not included,92494,PG
Friday After Next,293815,R
Friday the 13th: The Final Chapter,87298,R
Tron,84827,PG
Dracula 2000,219653,R
Driven,132245,PG-13
Daylight,116040,PG-13
Arthur,1334512,PG-13
House of Wax,397065,R
The Accused,94608,R
Seven Wonders of the World,49744,
How to Be a Latin Lover,4795124,PG-13
What's the Worst That Could Happen?,161083,PG-13
The Lawnmower Man,104692,R
Stealth,382992,PG-13
Analyze That,289848,R
Cold Pursuit,5719748,R
Final Fantasy: The Spirits Within,173840,PG-13
Side Effects,2053463,R
The Age of Innocence,106226,PG
The Lost Boys,93437,R
Fist Fight,3401882,"M,R"
Kevin Hart: Let Me Explain,2609912,R
The Love Guru,811138,PG-13
Anacondas: The Hunt for the Blood Orchid,366174,PG-13
Nothing in Common,91653,PG
A History of Violence,399146,R
Scott Pilgrim vs. the World,446029,PG-13
Nick and Norah's Infinite Playlist,981227,PG-13
Little Big Man,65988,"PG-13,GP"
"Good Night, and Good Luck.",433383,PG
Chappie,1823672,R
United 93,475276,R
Doctor Sleep,5606664,R
She's Out of My League,815236,R
One Hour Photo,265459,R
From Hell,120681,R
For Richer or Poorer,119142,PG-13
Can't Buy Me Love,92718,PG-13
August Rush,426931,PG
Rob Roy,114287,R
House at the End of the Street,1582507,PG-13
History of the World: Part I,82517,R
The Soloist,821642,PG-13
Zack and Miri Make a Porno,1007028,R
Paint Your Wagon,64782,"PG-13,M"
Dragon Ball Super: Broly,7961060,PG
Exorcist II: The Heretic,76009,R
Kidnap,1458169,R
Murphy's Romance,89643,PG-13
I Love Trouble,110093,PG
Ryan's Daughter,66319,"R,GP"
Robin Hood,4532826,PG-13
The Princess Bride,93779,PG
The Texas Chain Saw Massacre,72271,R
Powder,114168,PG-13
Dune,87182,PG-13
Joyful Noise,1710396,PG-13
Home Alone 3,119303,PG
Paper Moon,70510,PG
Nuts,93660,R
Get Rich or Die Tryin',430308,R
Morning Glory,1126618,PG-13
Collateral Beauty,4682786,PG-13
Space Chimps,482603,G
Calendar Girls,337909,PG-13
Conan the Destroyer,87078,PG
Ghost Ship,288477,R
Double Impact,101764,R
Blown Away,109303,R
Bad Company,280486,PG-13
When the Game Stands Tall,2247476,PG
Being There,78841,PG
How Do You Know,1341188,"PG-13,R"
Riding in Cars with Boys,200027,PG-13
The Art of War,160009,R
Weekend at Bernie's,98627,PG-13
The Great Debaters,427309,PG-13
Assassins,112401,R
Life,5442430,R
The Banger Sisters,280460,R
The Fighting Temptations,191133,PG-13
Honey,322589,PG-13
Long Shot,2139881,R
Snatch,208092,R
Romy and Michele's High School Reunion,120032,R
Child's Play,8663516,R
Zathura: A Space Adventure,406375,PG
A Night at the Roxbury,120770,PG-13
Fools Rush In,119141,PG-13
Shoot to Kill,96098,R
Spice World,120185,PG
Bless the Child,163983,R
Pacific Heights,100318,R
A Low Down Dirty Shame,110399,R
Easy Money,85470,R
Major Payne,110443,PG-13
Confessions of a Teenage Drama Queen,361467,PG
A Walk in the Woods,1178665,R
Twilight Zone: The Movie,86491,PG
The Fog,432291,PG-13
Did You Hear About the Morgans?,1314228,PG-13
Tora! Tora! Tora!,66473,G
When the Bough Breaks,1389139,PG-13
Never Cry Wolf,86005,PG
The World According to Garp,84917,R
Child's Play 2,99253,R
Brothers,765010,R
The Out-of-Towners,129280,PG-13
21 Bridges,8688634,R
We Own the Night,498399,R
Final Analysis,104265,R
Hoosiers,91217,PG
Swimfan,283026,PG-13
The Uninvited,815245,PG-13
Carnal Knowledge,66892,R
Defiance,1034303,R
28 Weeks Later,463854,R
Fathers' Day,119109,PG-13
Untraceable,880578,R
Starman,88172,PG
Ready or Not,7798634,R
Drop Zone,109676,R
The Island of Dr. Moreau,116654,PG-13
The Finest Hours,2025690,PG-13
Cadillac Man,99204,R
Oculus,2388715,R
Hannibal Rising,367959,R
Saw VI,1233227,R
Internal Affairs,99850,R
Sinister 2,2752772,R
The Switch,889573,PG-13
Teachers,88242,R
Rings,498381,PG-13
The Edge,119051,R
The Other Sister,123209,PG-13
Logan Lucky,5439796,PG-13
The Majestic,268995,PG
Soul Man,91991,PG-13
Eye for an Eye,116260,R
Glory,97441,"R,PG"
Resident Evil: The Final Chapter,2592614,R
The Other Boleyn Girl,467200,PG-13
Ricki and the Flash,3623726,PG-13
Elizabethtown,368709,PG-13
Hell or High Water,2582782,R
Going in Style,79219,PG
xXx: State of the Union,329774,PG-13
That's Entertainment!,72272,G
Stick It,430634,PG-13
The Missing,338188,R
The Women,430770,PG-13
Home Again,5719700,PG-13
One Missed Call,479968,PG-13
Rush,1979320,R
Paulie,125454,PG
The Big Hit,120609,R
Ramona and Beezus,493949,G
Jacob's Ladder,99871,R
Modern Problems,82763,PG
Cinerama Holiday,47939,
A Man Apart,266465,R
Blood Work,309377,R
The Wrestler,1125849,R
Micki + Maude,87718,PG-13
Overcomer,8186318,PG
Necessary Roughness,102517,PG-13
Dumb and Dumberer: When Harry Met Lloyd,329028,PG-13
Love the Coopers,2279339,PG-13
Private Lessons,82948,R
Protocol,87951,PG
Wildcats,92214,R
Sayonara,50933,
Great Expectations,119223,R
Jonah: A VeggieTales Movie,298388,G
A Walk Among the Tombstones,365907,R
Her,1798709,R
Houseguest,110066,PG
The House,4481514,R
Jumpin' Jack Flash,91306,R
Billy Madison,112508,PG-13
Peyton Place,50839,
The Outsiders,86066,"PG-13,PG"
Nancy Drew,479500,PG
Desperado,112851,R
Dance Flick,1153706,PG-13
The Mist,884328,R
Agnes of God,88683,PG-13
Mr. Woodcock,419984,PG-13
Crocodile Dundee in Los Angeles,231402,PG
21 & Over,1711425,R
You Again,1414382,PG
From Dusk Till Dawn,116367,R
Other People's Money,102609,R
Moscow on the Hudson,87747,R
Against All Odds,86859,R
The Cutting Edge,104040,PG
Problem Child 2,102719,PG-13
The Reaping,444682,R
Killer Elite,1448755,R
All the Money in the World,5294550,R
Escape Plan,1211956,R
The Witch,4263482,R
The Morning After,91554,R
Escape Room: Tournament of Champions,9844522,PG-13
Nurse Betty,171580,R
Fallen,119099,R
Don't Tell Mom the Babysitter's Dead,101757,PG-13
Twisted,315297,R
Aliens in the Attic,775552,PG
Black Widow,90738,R
Alien Nation,94631,R
Escape from New York,82340,R
Part of Me,2215719,PG
Unleashed,342258,R
Sicko,386032,PG-13
Coral Reef Adventure,270291,
Fearless,446059,PG-13
Fargo,116282,R
On the Basis of Sex,4669788,PG-13
Air Bud,118570,PG
The Other Side of Midnight,76507,R
FernGully: The Last Rainforest,104254,G
Summer Rental,90098,"PG-13,PG"
Operation Dumbo Drop,114048,PG
Ghost Dad,99654,PG
Leap!,2261287,PG
Lottery Ticket,979434,PG-13
"Sex, Lies, and Videotape",98724,R
The Sweetest Thing,253867,R
Gorillas in the Mist,95243,PG-13
The Man Without a Face,107501,PG-13
The Flamingo Kid,87265,PG-13
An Inconvenient Truth,497116,PG
Weird Science,90305,PG-13
Graduation Day,82467,R
Corky Romano,250310,PG-13
From Paris with Love,1179034,R
Perfect Stranger,457433,R
The Life Aquatic with Steve Zissou,362270,R
Nine,875034,PG-13
Observe and Report,1197628,R
An Unmarried Woman,78444,R
Around the World in 80 Days,327437,PG
White Boy Rick,4537896,R
Don't Be Afraid of the Dark,1270761,R
Angel Eyes,225071,R
Body Heat,82089,R
Virtuosity,114857,R
Spring Break,86352,R
The Best Years of Our Lives,36868,
Monte Carlo,1067774,PG
Sanctum,881320,R
Stay Alive,441796,PG-13
The Iron Giant,129167,PG
Piglet's Big Movie,323642,G
Match Point,416320,R
Vicky Cristina Barcelona,497465,PG-13
Benny & Joon,106387,PG
Faster,1433108,R
Pompeii,1921064,PG-13
Kingdom Come,246002,PG
One True Thing,120776,R
Auntie Mame,51383,
The Covenant,475944,PG-13
Operation Petticoat,53143,
The Avengers,118661,PG-13
The Usual Suspects,114814,R
Ghost Story,82449,R
Reindeer Games,184858,R
Leap of Faith,104695,PG-13
Endless Love,2318092,PG-13
Raging Bull,81398,R
The Black Dahlia,387877,R
My Super Ex-Girlfriend,465624,PG-13
The Incredible Burt Wonderstone,790628,PG-13
Babylon A.D.,364970,PG-13
Much Ado About Nothing,107616,PG-13
"Lt. Robin Crusoe, U.S.N.",60640,G
My Tutor,85980,R
The French Lieutenant's Woman,82416,R
Pure Luck,102729,PG
Booksmart,1489887,R
Thunderheart,105585,R
Rudy,108002,PG
Quest for Camelot,120800,G
Dickie Roberts: Former Child Star,325258,PG-13
Titan A.E.,120913,PG
Xanadu,81777,PG
The Juror,116731,R
The Gallows,2309260,R
Joe Somebody,279889,PG
Death Wish,71402,R
Cousins,97116,PG-13
Mary Shelley's Frankenstein,109836,R
Black and Blue,7390646,R
The Three Musketeers,72281,PG
The Medallion,288045,PG-13
Lock Up,97770,R
Rough Night,4799050,R
Son of Flubber,57518,G
Don Juan DeMarco,112883,PG-13
Darkness,273517,"PG-13,R"
The Bermuda Triangle,77224,G
An American Tail: Fievel Goes West,101329,G
A Nightmare on Elm Street 5: The Dream Child,97981,R
The Sword in the Stone,57546,G
Nowhere to Run,107711,R
Hustle & Flow,410097,R
Emma,116191,PG
Norma Rae,79638,PG
Two Can Play That Game,269341,R
The Freshman,99615,PG
Empire of the Sun,92965,PG
Urban Legends: Final Cut,192731,R
The Last Mimzy,768212,PG
Battlefield Earth,185183,PG-13
Married to the Mob,95593,R
The Book Thief,816442,PG-13
The Right Stuff,86197,PG
The Way Way Back,1727388,PG-13
He Got Game,124718,R
Just Wright,1407061,PG
"Oh, God! You Devil",87835,PG
Snowden,3774114,R
Baggage Claim,1171222,PG-13
Black or White,2883434,PG-13
The World's Greatest Lover,76933,PG
Bowling for Columbine,310793,R
Mud,1935179,PG-13
Consenting Adults,104006,R
Creepshow,83767,R
Punchline,95927,R
The Wiz,78504,G
Madhouse,100087,PG-13
Weekend Pass,88385,R
F/X2,101846,PG-13
Antwone Fisher,168786,PG-13
Stir of Echoes,164181,R
Tales from the Crypt: Demon Knight,114608,R
47 Meters Down: Uncaged,7329656,PG-13
Kuffs,104647,PG-13
Things Are Tough All Over,84788,R
The Disaster Artist,3521126,R
Cabin Fever,303816,R
The Next Three Days,1458175,PG-13
ATL,466856,PG-13
Bulletproof,115783,R
"As Above, So Below",2870612,R
Mister Roberts,48380,
A Christmas Story,85334,PG
The Great Waldo Pepper,73075,PG
Boys and Girls,204175,PG-13
The Man from Snowy River,84296,PG
Diary of a Wimpy Kid: The Long Haul,6003368,PG
Speechless,111256,PG-13
Cat Ballou,59017,
Mad Money,951216,PG-13
Hamlet,99726,PG
Ice Castles,77716,PG
The Happytime Murders,1308728,R
Land of the Dead,418819,R
The Apostle,118632,PG-13
Fear,116287,R
The Dead Zone,85407,R
Say Anything,98258,PG-13
Free State of Jones,1124037,R
Jaws: The Revenge,93300,PG-13
God's Not Dead 2,4824308,PG
Whale Rider,298228,PG-13
A Force of One,79168,PG
Baahubali 2: The Conclusion,4849438,
Blair Witch,1540011,R
Secret in Their Eyes,1741273,PG-13
The People vs. Larry Flynt,117318,R
City Hall,115907,R
Another Stakeout,106292,PG-13
Appaloosa,800308,R
Country Strong,1555064,PG-13
Six Pack,84690,PG
I Am Curious (Yellow),61834,X
Critical Condition,92798,R
Stella,100691,PG-13
Mobsters,102460,R
Our Family Wedding,1305583,PG-13
Vampires,120877,R
Action Jackson,94612,R
Pulse,454919,"PG-13,R"
The Incredible Shrinking Woman,82558,PG
The Valachi Papers,68341,"R,PG"
Premium Rush,1547234,PG-13
The Cowboy Way,109493,PG-13
The Pledge,237572,R
"Same Time, Next Year",78199,PG
The Hospital,67217,"PG-13,GP"
The Principal,93780,R
Color of Night,109456,R
Gone Fishin',119214,PG
Dad,97142,PG
Young Sherlock Holmes,90357,PG-13
Betsy's Wedding,99128,R
Vampire in Brooklyn,114825,R
Cruising,80569,R
Yu-Gi-Oh!: The Movie - Pyramid of Light,403703,PG
The Spirit,831887,PG-13
Hard Rain,120696,R
Volunteers,90274,R
Altered States,80360,R
Breathless,85276,R
Mafia!,120741,PG-13
Tuck Everlasting,283084,PG
Unfaithfully Yours,88326,PG
Species II,120841,R
Friday the 13th Part VII: The New Blood,95179,R
Jonas Brothers: The 3D Concert Experience,1229827,G
Beerfest,486551,R
Martin Lawrence Live: Runteldat,327036,R
Willard,67991,"GP,PG"
The Secret World of Arrietty,1568921,G
Best Defense,86955,R
My Best Friend's Girl,1046163,R
House Party 3,110064,R
House Party 2,102065,R
Summer of Sam,162677,R
Deathtrap,83806,PG
Cursed,257516,"PG-13,R"
Little Giants,110364,PG
Runner Runner,2364841,R
Joe,65916,R
Saving Silverman,239948,"PG-13,R"
Best in Show,218839,PG-13
Vacancy,452702,R
The Fox,62990,"R,PG"
Pillow Talk,53172,
The Believers,92632,R
Still Alice,3316960,PG-13
Suspect,94082,R
The Upside of Anger,365885,R
Macon County Line,71788,R
Akeelah and the Bee,437800,PG
Across the Great Divide,75629,G
What's New Pussycat,59903,
Under the Rainbow,83254,PG
Paternity,82886,PG
The Marine,419946,PG-13
The Legend of Hercules,1043726,PG-13
Above the Law,94602,R
Alfie,60086,PG
Shark Night,1633356,PG-13
Rambo: Last Blood,1206885,R
The Four Feathers,240510,"PG-13,R"
North Country,395972,R
A Touch of Class,70819,PG
Walk Hard: The Dewey Cox Story,841046,R
127 Hours,1542344,R
Good Guys Wear Black,79227,PG
Babe: Pig in the City,120595,"G,PG"
Only the Brave,3829920,PG-13
Prophecy,79758,PG
Into the Wild,758758,R
The Invention of Lying,1058017,PG-13
Quartet,1441951,PG-13
Getting Even with Dad,109891,PG
A Thousand Words,763831,PG-13
Ladyhawke,89457,PG-13
Super Troopers,247745,R
Into the Blue,378109,PG-13
Ultraviolet,370032,PG-13
Singles,105415,PG-13
You're Next,1853739,R
Bedknobs and Broomsticks,66817,G
Milk Money,110516,PG-13
Project X,93793,PG
For Whom the Bell Tolls,35896,
Going the Distance,1322312,R
Mother!,5109784,R
School for Scoundrels,462519,PG-13
Bad Times at the El Royale,6628394,R
Charlie's Angels,5033998,PG-13
Honeysuckle Rose,80888,PG
Punch-Drunk Love,272338,R
The Pom Pom Girls,75086,"R,PG"
Drive Me Crazy,164114,PG-13
Sibling Rivalry,100611,PG-13
The Crow: City of Angels,115986,R
Laws of Attraction,323033,PG-13
For the Boys,101902,R
The Contender,208874,R
The Howling,82533,R
Born Yesterday,106466,PG
They Shall Not Grow Old,7905466,R
CB4,106500,R
Used People,105706,PG-13
Herbie Goes Bananas,80861,G
Ann and Eve,66774,X
Seven Days in Utopia,1699147,G
White Palace,103251,R
Angel,86896,R
The Big Lebowski,118715,R
Sorry to Bother You,5688932,R
Lassiter,87589,R
Father Figures,1966359,R
Notes on a Scandal,465551,R
Empire,262396,R
Home for the Holidays,113321,PG-13
Enough Said,2390361,PG-13
A Mighty Wind,310281,PG-13
For Keeps?,95169,PG-13
Summer '03,7284204,
Silent Hill: Revelation,938330,R
The Babe,103747,PG
Invasion U.S.A.,89348,R
Johnny Be Good,95409,"PG-13,R"
Free Solo,7775622,PG-13
Center Stage,210616,PG-13
Freejack,104299,R
Safe,1656190,R
Sidekicks,105402,PG
Angel Heart,92563,"R,X"
Mickey,9369,
Hudson Hawk,102070,R
Seventh Son,1121096,PG-13
Miracle on 34th Street,110527,PG
The Mission,91530,PG
Fired Up!,1083456,PG-13
Wanderlust,1655460,R
All the Right Moves,85154,R
The Alamo,53580,
A Bronx Tale,106489,R
A Most Wanted Man,1972571,R
Half Baked,120693,R
The Glass Castle,2378507,PG-13
Underwater,5774060,PG-13
Max Keeble's Big Move,273799,PG
Annapolis,417433,PG-13
Rebound,376108,PG
Dead Silence,455760,R
Oliver!,63385,G
Andre,109120,PG
Go,139239,R
Lightning Jack,110353,PG-13
Death Warrant,99385,R
The Farewell,8637428,PG
Flatliners,2039338,PG-13
Georgy Girl,60453,
They Call Me Bruce,84786,PG
Zapped!,84945,"R,PG"
The One and Only,78034,PG
Looking for Mr. Goodbar,76327,R
The Thing,905372,R
Crazy/Beautiful,250224,"PG-13,R"
Serving Sara,261289,PG-13
88 Minutes,411061,R
The Counselor,2193215,R
Boiler Room,181984,R
Lover Come Back,55100,
Burglar,92710,R
The Country Bears,276033,G
Monkey Trouble,110557,PG
Big Jake,66831,"PG-13,GP,G"
White Oleander,283139,PG-13
Defending Your Life,101698,PG
The Cowboys,68421,"GP,PG"
Forever My Girl,4103724,PG
Sergeant York,34167,
The Master,1560747,R
"New York, New York",76451,PG
Monkey Kingdom,3660770,G
Breaking Away,78902,PG
Black Heart,11192414,
BUtterfield 8,53622,
Mary Queen of Scots,2328900,R
Eye of the Beholder,120662,R
The Hitcher,455960,R
Spacehunter: Adventures in the Forbidden Zone,86346,PG
Adventureland,1091722,R
O,184791,R
The Transporter Refueled,2938956,PG-13
Devil in a Blue Dress,112857,R
Kung Pow: Enter the Fist,240468,PG-13
She's Having a Baby,96094,PG-13
Above the Rim,109035,R
Westworld,70909,PG
The Day of the Jackal,69947,PG
Over the Top,93692,PG
Dr. No,55928,"GP,PG"
A Midsummer Night's Dream,140379,PG-13
The Getaway,109890,R
Imagine That,780567,PG
No Holds Barred,97987,PG-13
Death Wish II,82250,"NC-17,R,X"
Fruitvale Station,2334649,R
The Prophecy,114194,R
